Verb,Tense,Form
segít,Subjunctive present indefinite tense,segítsek
segít,Subjunctive present indefinite tense,segíts
segít,Subjunctive present indefinite tense,segítsen
segít,Subjunctive present indefinite tense,segítsünk
segít,Subjunctive present indefinite tense,segítsetek
segít,Subjunctive present indefinite tense,segítsenek
segít,Conjugated infinitives,segítenem
segít,Conjugated infinitives,segítened
segít,Conjugated infinitives,segítenie
segít,Conjugated infinitives,segítenünk
segít,Conjugated infinitives,segítenetek
segít,Conjugated infinitives,segíteniük
kér,Present indefinite tense,kérek
kér,Present indefinite tense,kérsz
kér,Present indefinite tense,kér
kér,Present indefinite tense,kérünk
kér,Present indefinite tense,kértek
kér,Present indefinite tense,kérnek
kér,Present definite tense,kérem
kér,Present definite tense,kéred
kér,Present definite tense,kéri
kér,Present definite tense,kérjük
kér,Present definite tense,kéritek
kér,Present definite tense,kérik
kér,Past indefinite tense,kértem
kér,Past indefinite tense,kértél
kér,Past indefinite tense,kért
kér,Past indefinite tense,kértünk
kér,Past indefinite tense,kértetek
kér,Past indefinite tense,kértek
kér,Past definite tense,kértem
kér,Past definite tense,kérted
kér,Past definite tense,kérte
kér,Past definite tense,kértük
kér,Past definite tense,kértétek
kér,Past definite tense,kérték
kér,Conditional present indefinite tense,kérnék
kér,Conditional present indefinite tense,kérnél
kér,Conditional present indefinite tense,kérne
kér,Conditional present indefinite tense,kérnénk
kér,Conditional present indefinite tense,kérnétek
kér,Conditional present indefinite tense,kérnének
kér,Conditional present definite tense,kérném
kér,Conditional present definite tense,kérnéd
kér,Conditional present definite tense,kérné
kér,Conditional present definite tense,kérnénk
kér,Conditional present definite tense,kérnétek
kér,Conditional present definite tense,kérnék
kér,Conditional past indefinite tense,kértem volna
kér,Conditional past indefinite tense,kértél volna
kér,Conditional past indefinite tense,kért volna
kér,Conditional past indefinite tense,kértünk volna
kér,Conditional past indefinite tense,kértetek volna
kér,Conditional past indefinite tense,kértek volna
kér,Conditional past definite tense,kértem volna
kér,Conditional past definite tense,kérted volna
kér,Conditional past definite tense,kérte volna
kér,Conditional past definite tense,kértük volna
kér,Conditional past definite tense,kértétek volna
kér,Conditional past definite tense,kérték volna
kér,Future indefinite tense,fogok kérni
kér,Future indefinite tense,fogsz kérni
kér,Future indefinite tense,fog kérni
kér,Future indefinite tense,fogunk kérni
kér,Future indefinite tense,fogtok kérni
kér,Future indefinite tense,fognak kérni
kér,Future definite tense,fogom kérni
kér,Future definite tense,fogod kérni
kér,Future definite tense,fogja kérni
kér,Future definite tense,fogjuk kérni
kér,Future definite tense,fogjátok kérni
kér,Future definite tense,fogják kérni
kér,Subjunctive present definite tense,kérjem
kér,Subjunctive present definite tense,kérd
kér,Subjunctive present definite tense,kérje
kér,Subjunctive present definite tense,kérjük
kér,Subjunctive present definite tense,kérjétek
kér,Subjunctive present definite tense,kérjék
kér,Subjunctive present indefinite tense,kérjek
kér,Subjunctive present indefinite tense,kérj
kér,Subjunctive present indefinite tense,kérjen
kér,Subjunctive present indefinite tense,kérjünk
kér,Subjunctive present indefinite tense,kérjetek
kér,Subjunctive present indefinite tense,kérjenek
kér,Conjugated infinitives,kérnem
kér,Conjugated infinitives,kérned
kér,Conjugated infinitives,kérnie
kér,Conjugated infinitives,kérnünk
kér,Conjugated infinitives,kérnetek
kér,Conjugated infinitives,kérniük
ad,Present indefinite tense,adok
ad,Present indefinite tense,adsz
ad,Present indefinite tense,ad
ad,Present indefinite tense,adunk
ad,Present indefinite tense,adtok
ad,Present indefinite tense,adnak
ad,Present definite tense,adom
ad,Present definite tense,adod
ad,Present definite tense,adja
ad,Present definite tense,adjuk
ad,Present definite tense,adjátok
ad,Present definite tense,adják
ad,Past indefinite tense,adtam
ad,Past indefinite tense,adtál
ad,Past indefinite tense,adott
ad,Past indefinite tense,adtunk
ad,Past indefinite tense,adtatok
ad,Past indefinite tense,adtak
ad,Past definite tense,adtam
ad,Past definite tense,adtad
ad,Past definite tense,adta
ad,Past definite tense,adtuk
ad,Past definite tense,adtátok
ad,Past definite tense,adták
ad,Conditional present indefinite tense,adnék
ad,Conditional present indefinite tense,adnál
ad,Conditional present indefinite tense,adna
ad,Conditional present indefinite tense,adnánk
ad,Conditional present indefinite tense,adnátok
ad,Conditional present indefinite tense,adnának
ad,Conditional present definite tense,adnám
ad,Conditional present definite tense,adnád
ad,Conditional present definite tense,adná
ad,Conditional present definite tense,adnánk
ad,Conditional present definite tense,adnátok
ad,Conditional present definite tense,adnák
ad,Conditional past indefinite tense,adtam volna
ad,Conditional past indefinite tense,adtál volna
ad,Conditional past indefinite tense,adott volna
ad,Conditional past indefinite tense,adtunk volna
ad,Conditional past indefinite tense,adtatok volna
ad,Conditional past indefinite tense,adtak volna
ad,Conditional past definite tense,adtam volna
ad,Conditional past definite tense,adtad volna
ad,Conditional past definite tense,adta volna
ad,Conditional past definite tense,adtuk volna
ad,Conditional past definite tense,adtátok volna
ad,Conditional past definite tense,adták volna
ad,Future indefinite tense,fogok adni
ad,Future indefinite tense,fogsz adni
ad,Future indefinite tense,fog adni
ad,Future indefinite tense,fogunk adni
ad,Future indefinite tense,fogtok adni
ad,Future indefinite tense,fognak adni
ad,Future definite tense,fogom adni
ad,Future definite tense,fogod adni
ad,Future definite tense,fogja adni
ad,Future definite tense,fogjuk adni
ad,Future definite tense,fogjátok adni
ad,Future definite tense,fogják adni
ad,Subjunctive present definite tense,adjam
ad,Subjunctive present definite tense,add
ad,Subjunctive present definite tense,adja
ad,Subjunctive present definite tense,adjuk
ad,Subjunctive present definite tense,adjátok
ad,Subjunctive present definite tense,adják
ad,Subjunctive present indefinite tense,adjak
ad,Subjunctive present indefinite tense,adj
ad,Subjunctive present indefinite tense,adjon
ad,Subjunctive present indefinite tense,adjunk
ad,Subjunctive present indefinite tense,adjatok
ad,Subjunctive present indefinite tense,adjanak
ad,Conjugated infinitives,adnom
ad,Conjugated infinitives,adnod
ad,Conjugated infinitives,adnia
ad,Conjugated infinitives,adnunk
ad,Conjugated infinitives,adnotok
ad,Conjugated infinitives,adniuk
gyakorol,Present indefinite tense,gyakorlok
gyakorol,Present indefinite tense,gyakorolsz
gyakorol,Present indefinite tense,gyakorol
gyakorol,Present indefinite tense,gyakorlunk
gyakorol,Present indefinite tense,gyakoroltok
gyakorol,Present indefinite tense,gyakorolnak
gyakorol,Present definite tense,gyakorlom
gyakorol,Present definite tense,gyakorlod
gyakorol,Present definite tense,gyakorolja
gyakorol,Present definite tense,gyakoroljuk
gyakorol,Present definite tense,gyakoroljátok
gyakorol,Present definite tense,gyakorolják
gyakorol,Past indefinite tense,gyakoroltam
gyakorol,Past indefinite tense,gyakoroltál
gyakorol,Past indefinite tense,gyakorolt
gyakorol,Past indefinite tense,gyakoroltunk
gyakorol,Past indefinite tense,gyakoroltatok
gyakorol,Past indefinite tense,gyakoroltak
gyakorol,Past definite tense,gyakoroltam
gyakorol,Past definite tense,gyakoroltad
gyakorol,Past definite tense,gyakorolta
gyakorol,Past definite tense,gyakoroltuk
gyakorol,Past definite tense,gyakoroltátok
gyakorol,Past definite tense,gyakorolták
gyakorol,Conditional present indefinite tense,gyakorolnék
gyakorol,Conditional present indefinite tense,gyakorolnál
gyakorol,Conditional present indefinite tense,gyakorolna
gyakorol,Conditional present indefinite tense,gyakorolnánk
gyakorol,Conditional present indefinite tense,gyakorolnátok
gyakorol,Conditional present indefinite tense,gyakorolnának
gyakorol,Conditional present definite tense,gyakorolnám
gyakorol,Conditional present definite tense,gyakorolnád
gyakorol,Conditional present definite tense,gyakorolná
gyakorol,Conditional present definite tense,gyakorolnánk
gyakorol,Conditional present definite tense,gyakorolnátok
gyakorol,Conditional present definite tense,gyakorolnák
gyakorol,Conditional past indefinite tense,gyakoroltam volna
gyakorol,Conditional past indefinite tense,gyakoroltál volna
gyakorol,Conditional past indefinite tense,gyakorolt volna
gyakorol,Conditional past indefinite tense,gyakoroltunk volna
gyakorol,Conditional past indefinite tense,gyakoroltatok volna
gyakorol,Conditional past indefinite tense,gyakoroltak volna
gyakorol,Conditional past definite tense,gyakoroltam volna
gyakorol,Conditional past definite tense,gyakoroltad volna
gyakorol,Conditional past definite tense,gyakorolta volna
gyakorol,Conditional past definite tense,gyakoroltuk volna
gyakorol,Conditional past definite tense,gyakoroltátok volna
gyakorol,Conditional past definite tense,gyakorolták volna
gyakorol,Future indefinite tense,fogok gyakorolni
gyakorol,Future indefinite tense,fogsz gyakorolni
gyakorol,Future indefinite tense,fog gyakorolni
gyakorol,Future indefinite tense,fogunk gyakorolni
gyakorol,Future indefinite tense,fogtok gyakorolni
gyakorol,Future indefinite tense,fognak gyakorolni
gyakorol,Future definite tense,fogom gyakorolni
gyakorol,Future definite tense,fogod gyakorolni
gyakorol,Future definite tense,fogja gyakorolni
gyakorol,Future definite tense,fogjuk gyakorolni
gyakorol,Future definite tense,fogjátok gyakorolni
gyakorol,Future definite tense,fogják gyakorolni
gyakorol,Subjunctive present definite tense,gyakoroljam
gyakorol,Subjunctive present definite tense,gyakorold
gyakorol,Subjunctive present definite tense,gyakorolja
gyakorol,Subjunctive present definite tense,gyakoroljuk
gyakorol,Subjunctive present definite tense,gyakoroljátok
gyakorol,Subjunctive present definite tense,gyakorolják
gyakorol,Subjunctive present indefinite tense,gyakoroljak
gyakorol,Subjunctive present indefinite tense,gyakorolj
gyakorol,Subjunctive present indefinite tense,gyakoroljon
gyakorol,Subjunctive present indefinite tense,gyakoroljunk
gyakorol,Subjunctive present indefinite tense,gyakoroljatok
gyakorol,Subjunctive present indefinite tense,gyakoroljanak
gyakorol,Conjugated infinitives,gyakorolnom
gyakorol,Conjugated infinitives,gyakorolnod
gyakorol,Conjugated infinitives,gyakorolnia
gyakorol,Conjugated infinitives,gyakorolnunk
gyakorol,Conjugated infinitives,gyakorolnotok
gyakorol,Conjugated infinitives,gyakorolniuk
iszik,Present indefinite tense,iszom
iszik,Present indefinite tense,iszol
iszik,Present indefinite tense,iszik
iszik,Present indefinite tense,iszunk
iszik,Present indefinite tense,isztok
iszik,Present indefinite tense,isznak
iszik,Present definite tense,iszom
iszik,Present definite tense,iszod
iszik,Present definite tense,issza
iszik,Present definite tense,isszuk
iszik,Present definite tense,isszátok
iszik,Present definite tense,isszák
iszik,Past indefinite tense,ittam
iszik,Past indefinite tense,ittál
iszik,Past indefinite tense,ivott
iszik,Past indefinite tense,ittunk
iszik,Past indefinite tense,ittatok
iszik,Past indefinite tense,ittak
iszik,Past definite tense,ittam
iszik,Past definite tense,ittad
iszik,Past definite tense,itta
iszik,Past definite tense,ittuk
iszik,Past definite tense,ittátok
iszik,Past definite tense,itták
iszik,Conditional present indefinite tense,innék
iszik,Conditional present indefinite tense,innál
iszik,Conditional present indefinite tense,inna
iszik,Conditional present indefinite tense,innánk
iszik,Conditional present indefinite tense,innátok
iszik,Conditional present indefinite tense,innának
iszik,Conditional present definite tense,innám
iszik,Conditional present definite tense,innád
iszik,Conditional present definite tense,inná
iszik,Conditional present definite tense,innánk
iszik,Conditional present definite tense,innátok
iszik,Conditional present definite tense,innák
iszik,Conditional past indefinite tense,ittam volna
iszik,Conditional past indefinite tense,ittál volna
iszik,Conditional past indefinite tense,ivott volna
iszik,Conditional past indefinite tense,ittunk volna
iszik,Conditional past indefinite tense,ittatok volna
iszik,Conditional past indefinite tense,ittak volna
iszik,Conditional past definite tense,ittam volna
iszik,Conditional past definite tense,ittad volna
iszik,Conditional past definite tense,itta volna
iszik,Conditional past definite tense,ittuk volna
iszik,Conditional past definite tense,ittátok volna
iszik,Conditional past definite tense,itták volna
iszik,Future indefinite tense,fogok inni
iszik,Future indefinite tense,fogsz inni
iszik,Future indefinite tense,fog inni
iszik,Future indefinite tense,fogunk inni
iszik,Future indefinite tense,fogtok inni
iszik,Future indefinite tense,fognak inni
iszik,Future definite tense,fogom inni
iszik,Future definite tense,fogod inni
iszik,Future definite tense,fogja inni
iszik,Future definite tense,fogjuk inni
iszik,Future definite tense,fogjátok inni
iszik,Future definite tense,fogják inni
iszik,Subjunctive present definite tense,igyam
iszik,Subjunctive present definite tense,idd
iszik,Subjunctive present definite tense,igya
iszik,Subjunctive present definite tense,igyuk
iszik,Subjunctive present definite tense,igyátok
iszik,Subjunctive present definite tense,igyák
iszik,Subjunctive present indefinite tense,igyak
iszik,Subjunctive present indefinite tense,igyál
iszik,Subjunctive present indefinite tense,igyon
iszik,Subjunctive present indefinite tense,igyunk
iszik,Subjunctive present indefinite tense,igyatok
iszik,Subjunctive present indefinite tense,igyanak
iszik,Conjugated infinitives,innom
iszik,Conjugated infinitives,innod
iszik,Conjugated infinitives,innia
iszik,Conjugated infinitives,innunk
iszik,Conjugated infinitives,innotok
iszik,Conjugated infinitives,inniuk
